men,women,total,year,municipality,mun
23500,21400,21800,2007, Sweden,SE00
24300,22500,22900,2007, Upplands Väsby,SE0114
22700,22500,22500,2007, Vallentuna,SE0115
23500,22200,22400,2007, Österåker,SE0117
24400,22600,23000,2007, Värmdö,SE0120
24200,22600,22900,2007, Järfälla,SE0123
23300,22500,22600,2007, Ekerö,SE0125
24300,22400,22800,2007, Huddinge,SE0126
23900,22300,22600,2007, Botkyrka,SE0127
23900,22500,22800,2007, Salem,SE0128
24400,22500,22900,2007, Haninge,SE0136
24200,22600,23000,2007, Tyresö,SE0138
24200,22300,22700,2007, Upplands-Bro,SE0139
25700,22100,22800,2007, Nykvarn,SE0140
25000,24300,24500,2007, Täby,SE0160
24100,22700,23000,2007, Danderyd,SE0162
24000,23100,23300,2007, Sollentuna,SE0163
24200,23200,23500,2007, Stockholm,SE0180
23500,21900,22200,2007, Södertälje,SE0181
25000,23900,24100,2007, Nacka,SE0182
24000,22900,23100,2007, Sundbyberg,SE0183
24200,23400,23600,2007, Solna,SE0184
23600,23000,23100,2007, Lidingö,SE0186
23000,21900,22100,2007, Vaxholm,SE0187
24700,21600,22200,2007, Norrtälje,SE0188
25000,23200,23600,2007, Sigtuna,SE0191
24800,21900,22400,2007, Nynäshamn,SE0192
24300,21400,22000,2007, Håbo,SE0305
23100,20800,21100,2007, Älvkarleby,SE0319
23700,21600,21900,2007, Knivsta,SE0330
23200,20400,20800,2007, Heby,SE0331
23500,20600,21000,2007, Tierp,SE0360
22600,21300,21700,2007, Uppsala,SE0380
23700,21000,21500,2007, Enköping,SE0381
23400,20000,20500,2007, Östhammar,SE0382
22700,20200,20600,2007, Vingåker,SE0428
23100,21300,21600,2007, Gnesta,SE0461
23600,20900,21500,2007, Nyköping,SE0480
23500,20800,21200,2007, Oxelösund,SE0481
23400,21000,21500,2007, Flen,SE0482
23200,21100,21500,2007, Katrineholm,SE0483
23200,21600,21900,2007, Eskilstuna,SE0484
24200,21400,21900,2007, Strängnäs,SE0486
24700,21700,22100,2007, Trosa,SE0488
23700,20100,20700,2007, Ödeshög,SE0509
23100,20000,20500,2007, Ydre,SE0512
24100,20600,21100,2007, Kinda,SE0513
23700,21200,21600,2007, Boxholm,SE0560
23300,21200,21600,2007, Åtvidaberg,SE0561
23100,20200,20600,2007, Finspång,SE0562
24900,21100,21800,2007, Valdemarsvik,SE0563
23300,21500,21900,2007, Linköping,SE0580
23000,20800,21200,2007, Norrköping,SE0581
23800,21300,21800,2007, Söderköping,SE0582
23400,21200,21700,2007, Motala,SE0583
23900,21200,21700,2007, Vadstena,SE0584
23500,21100,21600,2007, Mjölby,SE0586
24700,20800,21300,2007, Aneby,SE0604
24900,21100,21700,2007, Gnosjö,SE0617
23800,20900,21400,2007, Mullsjö,SE0642
25100,21300,22100,2007, Habo,SE0643
24200,20900,21500,2007, Gislaved,SE0662
23600,20900,21300,2007, Vaggeryd,SE0665
23000,20900,21300,2007, Jönköping,SE0680
23600,20900,21400,2007, Nässjö,SE0682
24900,21600,22200,2007, Värnamo,SE0683
24500,21300,21800,2007, Sävsjö,SE0684
23800,20700,21200,2007, Vetlanda,SE0685
23500,21000,21400,2007, Eksjö,SE0686
23000,20300,20900,2007, Tranås,SE0687
25900,21100,21700,2007, Uppvidinge,SE0760
24100,21200,21600,2007, Lessebo,SE0761
23600,20800,21200,2007, Tingsryd,SE0763
24000,21000,21500,2007, Alvesta,SE0764
24700,20900,21500,2007, Älmhult,SE0765
25400,21200,21900,2007, Markaryd,SE0767
23600,21300,21800,2007, Växjö,SE0780
23700,20900,21400,2007, Ljungby,SE0781
23100,20300,20800,2007, Högsby,SE0821
25100,20800,21500,2007, Torsås,SE0834
22600,20800,21100,2007, Mörbylånga,SE0840
23700,21000,21500,2007, Hultsfred,SE0860
23000,21000,21300,2007, Mönsterås,SE0861
24300,21300,21800,2007, Emmaboda,SE0862
23000,21400,21700,2007, Kalmar,SE0880
23100,21000,21400,2007, Nybro,SE0881
23300,20600,21100,2007, Oskarshamn,SE0882
23200,20500,21000,2007, Västervik,SE0883
23700,20600,21100,2007, Vimmerby,SE0884
23700,21100,21500,2007, Borgholm,SE0885
25600,21800,22700,2007, Gotland,SE0980
25600,20900,21700,2007, Olofström,SE1060
22900,20800,21200,2007, Karlskrona,SE1080
22100,20600,20900,2007, Ronneby,SE1081
23300,21000,21400,2007, Karlshamn,SE1082
23600,20300,20700,2007, Sölvesborg,SE1083
23400,20400,20900,2007, Svalöv,SE1214
24500,22100,22600,2007, Staffanstorp,SE1230
22300,21100,21300,2007, Burlöv,SE1231
24800,23100,23400,2007, Vellinge,SE1233
24600,21200,21700,2007, Östra Göinge,SE1256
24100,20400,20900,2007, Örkelljunga,SE1257
23400,21200,21600,2007, Bjuv,SE1260
22800,21000,21300,2007, Kävlinge,SE1261
25200,22900,23400,2007, Lomma,SE1262
25100,22000,22600,2007, Svedala,SE1263
23300,21000,21300,2007, Skurup,SE1264
23200,21400,21700,2007, Sjöbo,SE1265
23700,21300,21600,2007, Hörby,SE1266
23500,21000,21500,2007, Höör,SE1267
23700,21500,21800,2007, Tomelilla,SE1270
23600,20800,21200,2007, Bromölla,SE1272
24500,20700,21400,2007, Osby,SE1273
23700,20700,21200,2007, Perstorp,SE1275
23300,20500,21100,2007, Klippan,SE1276
24200,21000,21500,2007, Åstorp,SE1277
23700,21000,21500,2007, Båstad,SE1278
23400,22000,22300,2007, Malmö,SE1280
22700,21400,21700,2007, Lund,SE1281
22800,20900,21300,2007, Landskrona,SE1282
23700,21300,21800,2007, Helsingborg,SE1283
23400,21200,21600,2007, Höganäs,SE1284
23100,21300,21700,2007, Eslöv,SE1285
23300,21900,22200,2007, Ystad,SE1286
23700,21300,21800,2007, Trelleborg,SE1287
23200,21400,21800,2007, Kristianstad,SE1290
23800,21700,22100,2007, Simrishamn,SE1291
22800,20800,21100,2007, Ängelholm,SE1292
23600,20700,21200,2007, Hässleholm,SE1293
23400,21100,21400,2007, Hylte,SE1315
23900,21400,21900,2007, Halmstad,SE1380
24100,21100,21700,2007, Laholm,SE1381
23800,21200,21700,2007, Falkenberg,SE1382
23200,20700,21200,2007, Varberg,SE1383
24100,21600,22000,2007, Kungsbacka,SE1384
24100,21600,22000,2007, Härryda,SE1401
23800,21700,22100,2007, Partille,SE1402
25300,21800,22300,2007, Öckerö,SE1407
24800,21500,22000,2007, Stenungsund,SE1415
24900,21300,21800,2007, Tjörn,SE1419
23800,20800,21200,2007, Orust,SE1421
24200,21600,22100,2007, Sotenäs,SE1427
24200,20800,21400,2007, Munkedal,SE1430
23900,21000,21500,2007, Tanum,SE1435
24000,20900,21500,2007, Dals-Ed,SE1438
24400,20500,21000,2007, Färgelanda,SE1439
24400,21500,22100,2007, Ale,SE1440
23800,21300,21800,2007, Lerum,SE1441
23100,20800,21200,2007, Vårgårda,SE1442
23500,20600,21000,2007, Bollebygd,SE1443
23800,20800,21200,2007, Grästorp,SE1444
24400,20700,21100,2007, Essunga,SE1445
23100,20500,21000,2007, Karlsborg,SE1446
24200,20900,21500,2007, Gullspång,SE1447
24600,20600,21200,2007, Tranemo,SE1452
23200,21000,21400,2007, Bengtsfors,SE1460
25400,20900,21500,2007, Mellerud,SE1461
23900,20500,21000,2007, Lilla Edet,SE1462
23100,20700,21200,2007, Mark,SE1463
23700,20900,21300,2007, Svenljunga,SE1465
24000,20600,21000,2007, Herrljunga,SE1466
23600,20800,21200,2007, Vara,SE1470
22800,21100,21500,2007, Götene,SE1471
24500,21300,21900,2007, Tibro,SE1472
23200,20600,21100,2007, Töreboda,SE1473
23500,21600,22000,2007, Göteborg,SE1480
23700,21700,22100,2007, Mölndal,SE1481
24100,21200,21700,2007, Kungälv,SE1482
23300,20300,20900,2007, Lysekil,SE1484
23100,21200,21600,2007, Uddevalla,SE1485
24700,22000,22600,2007, Strömstad,SE1486
22900,21200,21600,2007, Vänersborg,SE1487
23100,21200,21600,2007, Trollhättan,SE1488
23200,21100,21500,2007, Alingsås,SE1489
22400,20700,21100,2007, Borås,SE1490
23300,21000,21400,2007, Ulricehamn,SE1491
23400,20800,21300,2007, Åmål,SE1492
23200,20900,21300,2007, Mariestad,SE1493
23300,21400,21800,2007, Lidköping,SE1494
24600,20900,21500,2007, Skara,SE1495
23500,21000,21500,2007, Skövde,SE1496
22600,20500,20900,2007, Hjo,SE1497
22400,20500,20900,2007, Tidaholm,SE1498
23700,21100,21600,2007, Falköping,SE1499
22300,20300,20600,2007, Kil,SE1715
23600,20800,21200,2007, Eda,SE1730
23100,21000,21500,2007, Torsby,SE1737
23900,21000,21400,2007, Storfors,SE1760
22300,21100,21300,2007, Hammarö,SE1761
23000,21100,21400,2007, Munkfors,SE1762
22100,21000,21200,2007, Forshaga,SE1763
23000,20800,21100,2007, Grums,SE1764
22700,20400,20800,2007, Årjäng,SE1765
23500,21000,21500,2007, Sunne,SE1766
23600,21500,22000,2007, Karlstad,SE1780
23900,21400,21900,2007, Kristinehamn,SE1781
22200,20400,20700,2007, Filipstad,SE1782
23200,21200,21600,2007, Hagfors,SE1783
23100,20600,21100,2007, Arvika,SE1784
22900,20400,20900,2007, Säffle,SE1785
23600,20900,21300,2007, Lekeberg,SE1814
25800,21100,21600,2007, Laxå,SE1860
23200,20300,20700,2007, Hallsberg,SE1861
23600,21800,22100,2007, Degerfors,SE1862
23100,20800,21200,2007, Hällefors,SE1863
23600,21500,21700,2007, Ljusnarsberg,SE1864
22300,20900,21200,2007, Örebro,SE1880
22000,20400,20700,2007, Kumla,SE1881
23700,20700,21000,2007, Askersund,SE1882
22800,21000,21300,2007, Karlskoga,SE1883
23800,21500,21800,2007, Nora,SE1884
23600,20800,21300,2007, Lindesberg,SE1885
23400,20600,21000,2007, Skinnskatteberg,SE1904
24000,20500,20900,2007, Surahammar,SE1907
24300,20700,21300,2007, Kungsör,SE1960
23300,20700,21100,2007, Hallstahammar,SE1961
23400,20900,21200,2007, Norberg,SE1962
23400,21400,21800,2007, Västerås,SE1980
23200,20900,21400,2007, Sala,SE1981
23600,21100,21500,2007, Fagersta,SE1982
23900,20800,21400,2007, Köping,SE1983
23500,20600,21100,2007, Arboga,SE1984
21900,20200,20500,2007, Vansbro,SE2021
22200,20200,20600,2007, Malung-Sälen,SE2023
23000,20500,20900,2007, Gagnef,SE2026
23200,20900,21400,2007, Leksand,SE2029
21900,20400,20700,2007, Rättvik,SE2031
22600,21100,21400,2007, Orsa,SE2034
23000,20500,20900,2007, Älvdalen,SE2039
22600,20400,20800,2007, Smedjebacken,SE2061
22900,20500,21000,2007, Mora,SE2062
22900,20900,21300,2007, Falun,SE2080
22900,20800,21200,2007, Borlänge,SE2081
22000,20300,20600,2007, Säter,SE2082
23200,20700,21100,2007, Hedemora,SE2083
24400,21400,21900,2007, Avesta,SE2084
22400,20400,20700,2007, Ludvika,SE2085
22600,19800,20100,2007, Ockelbo,SE2101
23100,20000,20400,2007, Hofors,SE2104
23800,20400,21000,2007, Ovanåker,SE2121
21700,20300,20500,2007, Nordanstig,SE2132
23100,21100,21500,2007, Ljusdal,SE2161
23900,21700,22100,2007, Gävle,SE2180
23500,20900,21300,2007, Sandviken,SE2181
23100,19700,20400,2007, Söderhamn,SE2182
23300,20900,21500,2007, Bollnäs,SE2183
22200,20500,20800,2007, Hudiksvall,SE2184
22900,20800,21200,2007, Ånge,SE2260
22500,20500,20900,2007, Timrå,SE2262
22700,21200,21600,2007, Härnösand,SE2280
22800,21400,21700,2007, Sundsvall,SE2281
22700,20900,21200,2007, Kramfors,SE2282
22500,20600,21000,2007, Sollefteå,SE2283
22800,21100,21400,2007, Örnsköldsvik,SE2284
23100,20500,20900,2007, Ragunda,SE2303
22600,21200,21400,2007, Bräcke,SE2305
22000,20700,21000,2007, Krokom,SE2309
22900,21400,21700,2007, Strömsund,SE2313
23900,21800,22200,2007, Åre,SE2321
22900,21200,21500,2007, Berg,SE2326
22800,20600,21100,2007, Härjedalen,SE2361
21700,21100,21200,2007, Östersund,SE2380
21900,19800,20100,2007, Nordmaling,SE2401
22000,20400,20700,2007, Bjurholm,SE2403
22700,20600,20900,2007, Vindeln,SE2404
22200,20700,20900,2007, Robertsfors,SE2409
21900,20400,20700,2007, Norsjö,SE2417
22300,20900,21100,2007, Malå,SE2418
22100,20500,20800,2007, Storuman,SE2421
21700,20800,21000,2007, Sorsele,SE2422
21100,20200,20400,2007, Dorotea,SE2425
22900,20700,21300,2007, Vännäs,SE2460
22000,20900,21200,2007, Vilhelmina,SE2462
21400,20500,20700,2007, Åsele,SE2463
22900,21600,22000,2007, Umeå,SE2480
21500,20500,20800,2007, Lycksele,SE2481
22600,21000,21300,2007, Skellefteå,SE2482
22900,21500,21800,2007, Arvidsjaur,SE2505
22500,21300,21600,2007, Arjeplog,SE2506
23200,21500,21800,2007, Jokkmokk,SE2510
21900,21400,21500,2007, Överkalix,SE2513
23600,21300,21700,2007, Kalix,SE2514
23200,21500,21900,2007, Övertorneå,SE2518
22500,21600,21800,2007, Pajala,SE2521
23200,21400,21800,2007, Gällivare,SE2523
22300,20600,20900,2007, Älvsbyn,SE2560
22500,21600,21800,2007, Luleå,SE2580
23500,21600,22000,2007, Piteå,SE2581
20900,19900,20100,2007, Boden,SE2582
23100,21600,21900,2007, Haparanda,SE2583
25100,22100,22500,2007, Kiruna,SE2584
25300,23600,24600,2007, Local federation,SE3000
24700,22800,23200,2008, Sweden,SE00
26000,24300,24700,2008, Upplands Väsby,SE0114
24100,23800,23900,2008, Vallentuna,SE0115
24500,23500,23700,2008, Österåker,SE0117
25600,23800,24200,2008, Värmdö,SE0120
25300,23900,24300,2008, Järfälla,SE0123
24400,24200,24300,2008, Ekerö,SE0125
25200,23600,23900,2008, Huddinge,SE0126
25300,23700,24000,2008, Botkyrka,SE0127
25200,23900,24200,2008, Salem,SE0128
25800,23900,24300,2008, Haninge,SE0136
25600,24000,24300,2008, Tyresö,SE0138
25000,23800,24000,2008, Upplands-Bro,SE0139
26000,23300,23800,2008, Nykvarn,SE0140
26400,25800,25900,2008, Täby,SE0160
25200,24000,24200,2008, Danderyd,SE0162
25600,24400,24600,2008, Sollentuna,SE0163
25600,24700,25000,2008, Stockholm,SE0180
24800,23100,23400,2008, Södertälje,SE0181
26400,25200,25500,2008, Nacka,SE0182
25400,24200,24500,2008, Sundbyberg,SE0183
25500,24800,25000,2008, Solna,SE0184
25000,24200,24400,2008, Lidingö,SE0186
23700,23200,23300,2008, Vaxholm,SE0187
25900,23200,23800,2008, Norrtälje,SE0188
26100,24300,24600,2008, Sigtuna,SE0191
25700,23500,23900,2008, Nynäshamn,SE0192
24400,22700,23100,2008, Håbo,SE0305
24000,22300,22500,2008, Älvkarleby,SE0319
24500,22700,23000,2008, Knivsta,SE0330
24400,21900,22300,2008, Heby,SE0331
24000,22000,22300,2008, Tierp,SE0360
24100,22700,23100,2008, Uppsala,SE0380
24700,22400,22800,2008, Enköping,SE0381
24800,21500,22000,2008, Östhammar,SE0382
23500,21700,22000,2008, Vingåker,SE0428
24600,22700,23000,2008, Gnesta,SE0461
24700,22300,22800,2008, Nyköping,SE0480
24000,22300,22600,2008, Oxelösund,SE0481
24600,22500,22900,2008, Flen,SE0482
24400,22500,22900,2008, Katrineholm,SE0483
24200,22900,23200,2008, Eskilstuna,SE0484
25700,22900,23400,2008, Strängnäs,SE0486
26400,23200,23600,2008, Trosa,SE0488
25900,21700,22300,2008, Ödeshög,SE0509
24900,21600,22200,2008, Ydre,SE0512
24800,21900,22300,2008, Kinda,SE0513
25400,22900,23200,2008, Boxholm,SE0560
25000,22700,23200,2008, Åtvidaberg,SE0561
24400,21400,21900,2008, Finspång,SE0562
26400,22900,23500,2008, Valdemarsvik,SE0563
24800,23100,23500,2008, Linköping,SE0580
23900,22100,22400,2008, Norrköping,SE0581
24800,22700,23100,2008, Söderköping,SE0582
24600,22700,23100,2008, Motala,SE0583
25300,22800,23200,2008, Vadstena,SE0584
24700,22500,23000,2008, Mjölby,SE0586
25800,22200,22700,2008, Aneby,SE0604
26300,22700,23200,2008, Gnosjö,SE0617
24700,22300,22700,2008, Mullsjö,SE0642
26100,22600,23300,2008, Habo,SE0643
25500,22300,22900,2008, Gislaved,SE0662
25000,22700,23000,2008, Vaggeryd,SE0665
24400,22400,22800,2008, Jönköping,SE0680
24800,22600,23000,2008, Nässjö,SE0682
25700,22900,23400,2008, Värnamo,SE0683
25500,22900,23300,2008, Sävsjö,SE0684
24900,22100,22600,2008, Vetlanda,SE0685
24800,22400,22800,2008, Eksjö,SE0686
24500,22000,22500,2008, Tranås,SE0687
26500,22800,23300,2008, Uppvidinge,SE0760
24200,22600,22900,2008, Lessebo,SE0761
25000,22200,22700,2008, Tingsryd,SE0763
24700,22300,22700,2008, Alvesta,SE0764
25600,22500,23000,2008, Älmhult,SE0765
26300,22800,23400,2008, Markaryd,SE0767
24500,22600,23000,2008, Växjö,SE0780
24800,22500,22900,2008, Ljungby,SE0781
23900,21900,22200,2008, Högsby,SE0821
26400,22400,23100,2008, Torsås,SE0834
23200,22000,22200,2008, Mörbylånga,SE0840
24800,22600,23000,2008, Hultsfred,SE0860
24000,22400,22700,2008, Mönsterås,SE0861
25400,22800,23200,2008, Emmaboda,SE0862
24200,22700,23000,2008, Kalmar,SE0880
24300,22500,22800,2008, Nybro,SE0881
24700,22300,22800,2008, Oskarshamn,SE0882
24100,21800,22300,2008, Västervik,SE0883
24900,22100,22600,2008, Vimmerby,SE0884
25300,22900,23200,2008, Borgholm,SE0885
27000,23300,24200,2008, Gotland,SE0980
25900,22400,22900,2008, Olofström,SE1060
23900,22100,22500,2008, Karlskrona,SE1080
23500,22100,22400,2008, Ronneby,SE1081
24700,22600,22900,2008, Karlshamn,SE1082
24300,21900,22100,2008, Sölvesborg,SE1083
24600,22000,22400,2008, Svalöv,SE1214
26300,23700,24100,2008, Staffanstorp,SE1230
24100,22500,22800,2008, Burlöv,SE1231
26000,24500,24800,2008, Vellinge,SE1233
25400,22700,23100,2008, Östra Göinge,SE1256
25400,21800,22400,2008, Örkelljunga,SE1257
24200,22400,22700,2008, Bjuv,SE1260
24200,22400,22700,2008, Kävlinge,SE1261
26500,24000,24500,2008, Lomma,SE1262
25900,23300,23800,2008, Svedala,SE1263
25400,22600,23000,2008, Skurup,SE1264
24300,22700,22900,2008, Sjöbo,SE1265
24900,22800,23100,2008, Hörby,SE1266
24900,22600,23100,2008, Höör,SE1267
24100,22800,23000,2008, Tomelilla,SE1270
24900,22200,22500,2008, Bromölla,SE1272
25800,23200,23700,2008, Osby,SE1273
24700,22200,22600,2008, Perstorp,SE1275
24200,22000,22400,2008, Klippan,SE1276
24800,22400,22800,2008, Åstorp,SE1277
25300,22700,23100,2008, Båstad,SE1278
24500,23300,23600,2008, Malmö,SE1280
24000,22800,23100,2008, Lund,SE1281
23900,22100,22400,2008, Landskrona,SE1282
25300,23100,23600,2008, Helsingborg,SE1283
24700,22600,23000,2008, Höganäs,SE1284
24200,22700,23000,2008, Eslöv,SE1285
24600,23100,23400,2008, Ystad,SE1286
25100,22700,23200,2008, Trelleborg,SE1287
24400,22700,23000,2008, Kristianstad,SE1290
24500,22500,22900,2008, Simrishamn,SE1291
24100,22400,22700,2008, Ängelholm,SE1292
24700,22200,22600,2008, Hässleholm,SE1293
25000,22400,22800,2008, Hylte,SE1315
25200,22800,23300,2008, Halmstad,SE1380
25000,22500,23000,2008, Laholm,SE1381
24800,22600,23000,2008, Falkenberg,SE1382
24800,22600,23000,2008, Varberg,SE1383
25100,23000,23400,2008, Kungsbacka,SE1384
24900,22800,23200,2008, Härryda,SE1401
25100,22900,23400,2008, Partille,SE1402
26900,23600,24100,2008, Öckerö,SE1407
25700,22800,23300,2008, Stenungsund,SE1415
26300,22900,23400,2008, Tjörn,SE1419
25000,22400,22800,2008, Orust,SE1421
25100,23000,23400,2008, Sotenäs,SE1427
25600,22500,22900,2008, Munkedal,SE1430
25000,22400,22800,2008, Tanum,SE1435
25100,22200,22700,2008, Dals-Ed,SE1438
25300,22100,22600,2008, Färgelanda,SE1439
25600,22800,23300,2008, Ale,SE1440
25400,22900,23400,2008, Lerum,SE1441
24500,22100,22500,2008, Vårgårda,SE1442
25700,22100,22600,2008, Bollebygd,SE1443
24800,22300,22700,2008, Grästorp,SE1444
25800,22300,22700,2008, Essunga,SE1445
24300,21900,22300,2008, Karlsborg,SE1446
26100,22500,23000,2008, Gullspång,SE1447
26000,22000,22700,2008, Tranemo,SE1452
24300,22600,22900,2008, Bengtsfors,SE1460
25800,22500,22900,2008, Mellerud,SE1461
25500,21900,22400,2008, Lilla Edet,SE1462
24200,22200,22600,2008, Mark,SE1463
25100,22400,22800,2008, Svenljunga,SE1465
24900,22000,22400,2008, Herrljunga,SE1466
24600,22300,22700,2008, Vara,SE1470
23900,22600,22800,2008, Götene,SE1471
25600,22400,23000,2008, Tibro,SE1472
24900,22500,22900,2008, Töreboda,SE1473
24200,22200,22600,2008, Göteborg,SE1480
24900,23100,23400,2008, Mölndal,SE1481
25500,22700,23300,2008, Kungälv,SE1482
25100,22100,22600,2008, Lysekil,SE1484
24400,22800,23200,2008, Uddevalla,SE1485
25900,23400,23900,2008, Strömstad,SE1486
24000,22500,22800,2008, Vänersborg,SE1487
25200,23800,24100,2008, Trollhättan,SE1488
24700,22800,23200,2008, Alingsås,SE1489
23600,22100,22400,2008, Borås,SE1490
25000,22500,22900,2008, Ulricehamn,SE1491
24800,22300,22800,2008, Åmål,SE1492
24100,22100,22600,2008, Mariestad,SE1493
24400,22800,23200,2008, Lidköping,SE1494
25200,22200,22700,2008, Skara,SE1495
24700,22500,22900,2008, Skövde,SE1496
24100,22100,22500,2008, Hjo,SE1497
23800,22000,22300,2008, Tidaholm,SE1498
24800,22500,22900,2008, Falköping,SE1499
23600,21600,21900,2008, Kil,SE1715
25300,22100,22500,2008, Eda,SE1730
24800,22700,23200,2008, Torsby,SE1737
24900,22600,23000,2008, Storfors,SE1760
23400,22400,22600,2008, Hammarö,SE1761
24100,22700,23000,2008, Munkfors,SE1762
23500,22200,22500,2008, Forshaga,SE1763
24500,22300,22600,2008, Grums,SE1764
24200,22100,22400,2008, Årjäng,SE1765
24200,22100,22500,2008, Sunne,SE1766
24800,22900,23300,2008, Karlstad,SE1780
24800,22900,23300,2008, Kristinehamn,SE1781
23300,21900,22100,2008, Filipstad,SE1782
24300,22800,23000,2008, Hagfors,SE1783
24300,22200,22600,2008, Arvika,SE1784
24100,21800,22200,2008, Säffle,SE1785
24200,22300,22600,2008, Lekeberg,SE1814
27100,22600,23000,2008, Laxå,SE1860
24300,21700,22100,2008, Hallsberg,SE1861
24700,23300,23600,2008, Degerfors,SE1862
24200,22500,22700,2008, Hällefors,SE1863
25300,22900,23300,2008, Ljusnarsberg,SE1864
23200,22100,22300,2008, Örebro,SE1880
23300,21900,22100,2008, Kumla,SE1881
24500,22300,22600,2008, Askersund,SE1882
23800,22600,22800,2008, Karlskoga,SE1883
26100,23000,23400,2008, Nora,SE1884
24900,22300,22800,2008, Lindesberg,SE1885
24000,22500,22700,2008, Skinnskatteberg,SE1904
24800,22100,22400,2008, Surahammar,SE1907
25600,22200,22700,2008, Kungsör,SE1960
24300,22300,22600,2008, Hallstahammar,SE1961
24400,22700,22900,2008, Norberg,SE1962
24700,22600,23000,2008, Västerås,SE1980
24800,22600,23100,2008, Sala,SE1981
23500,22700,22800,2008, Fagersta,SE1982
24800,22200,22700,2008, Köping,SE1983
24600,22100,22600,2008, Arboga,SE1984
22900,22000,22100,2008, Vansbro,SE2021
23600,21600,22000,2008, Malung-Sälen,SE2023
24600,22100,22400,2008, Gagnef,SE2026
24400,22500,22900,2008, Leksand,SE2029
23800,22000,22300,2008, Rättvik,SE2031
23900,22500,22800,2008, Orsa,SE2034
24600,22200,22600,2008, Älvdalen,SE2039
24400,21900,22300,2008, Smedjebacken,SE2061
24500,22000,22500,2008, Mora,SE2062
24200,22300,22700,2008, Falun,SE2080
23900,22400,22700,2008, Borlänge,SE2081
23400,21800,22100,2008, Säter,SE2082
24500,22200,22600,2008, Hedemora,SE2083
25800,23000,23500,2008, Avesta,SE2084
23300,21900,22100,2008, Ludvika,SE2085
23800,20800,21200,2008, Ockelbo,SE2101
24000,21400,21700,2008, Hofors,SE2104
25000,21600,22200,2008, Ovanåker,SE2121
24000,21600,21900,2008, Nordanstig,SE2132
24600,22500,22900,2008, Ljusdal,SE2161
25500,23900,24200,2008, Gävle,SE2180
25100,22700,23000,2008, Sandviken,SE2181
23900,21100,21700,2008, Söderhamn,SE2182
24100,22100,22600,2008, Bollnäs,SE2183
23400,22000,22300,2008, Hudiksvall,SE2184
24300,22400,22700,2008, Ånge,SE2260
23300,21800,22100,2008, Timrå,SE2262
23600,22600,22900,2008, Härnösand,SE2280
24300,22900,23200,2008, Sundsvall,SE2281
23700,22300,22600,2008, Kramfors,SE2282
22900,21900,22100,2008, Sollefteå,SE2283
24000,22300,22700,2008, Örnsköldsvik,SE2284
24800,21900,22400,2008, Ragunda,SE2303
25000,22700,23100,2008, Bräcke,SE2305
23600,22300,22500,2008, Krokom,SE2309
24900,22900,23300,2008, Strömsund,SE2313
25200,23000,23400,2008, Åre,SE2321
23200,21600,21900,2008, Berg,SE2326
24400,22200,22700,2008, Härjedalen,SE2361
23200,22500,22700,2008, Östersund,SE2380
23300,21600,21800,2008, Nordmaling,SE2401
22700,22000,22100,2008, Bjurholm,SE2403
23900,22300,22600,2008, Vindeln,SE2404
22800,21800,22000,2008, Robertsfors,SE2409
23700,21700,22100,2008, Norsjö,SE2417
22800,22200,22300,2008, Malå,SE2418
23300,22100,22300,2008, Storuman,SE2421
23700,22100,22500,2008, Sorsele,SE2422
22800,21600,21800,2008, Dorotea,SE2425
23600,22200,22500,2008, Vännäs,SE2460
22900,22100,22300,2008, Vilhelmina,SE2462
23400,21900,22300,2008, Åsele,SE2463
24000,22800,23100,2008, Umeå,SE2480
22800,21800,22100,2008, Lycksele,SE2481
23800,22400,22700,2008, Skellefteå,SE2482
24200,23000,23200,2008, Arvidsjaur,SE2505
23600,23000,23200,2008, Arjeplog,SE2506
24500,22600,22900,2008, Jokkmokk,SE2510
23600,22900,23100,2008, Överkalix,SE2513
24500,22700,23000,2008, Kalix,SE2514
24300,23000,23300,2008, Övertorneå,SE2518
23800,23100,23200,2008, Pajala,SE2521
24400,22900,23200,2008, Gällivare,SE2523
23600,22000,22300,2008, Älvsbyn,SE2560
23800,22900,23100,2008, Luleå,SE2580
24700,22900,23300,2008, Piteå,SE2581
23100,22400,22600,2008, Boden,SE2582
24100,22800,23000,2008, Haparanda,SE2583
26000,23400,23800,2008, Kiruna,SE2584
26700,24800,26000,2008, Local federation,SE3000
25400,23700,24100,2009, Sweden,SE00
27200,25500,25900,2009, Upplands Väsby,SE0114
25000,24600,24700,2009, Vallentuna,SE0115
25100,24500,24600,2009, Österåker,SE0117
25400,24600,24800,2009, Värmdö,SE0120
25700,24700,25000,2009, Järfälla,SE0123
24900,24900,24900,2009, Ekerö,SE0125
25800,24400,24700,2009, Huddinge,SE0126
26000,24300,24700,2009, Botkyrka,SE0127
26300,25000,25300,2009, Salem,SE0128
26300,24600,24900,2009, Haninge,SE0136
25600,24800,25000,2009, Tyresö,SE0138
24700,23700,23900,2009, Upplands-Bro,SE0139
26200,24100,24500,2009, Nykvarn,SE0140
26800,26500,26600,2009, Täby,SE0160
25600,25100,25200,2009, Danderyd,SE0162
26200,25100,25300,2009, Sollentuna,SE0163
25600,25200,25300,2009, Stockholm,SE0180
25500,24000,24300,2009, Södertälje,SE0181
27000,26100,26300,2009, Nacka,SE0182
26400,25300,25500,2009, Sundbyberg,SE0183
25900,25600,25700,2009, Solna,SE0184
25400,25000,25100,2009, Lidingö,SE0186
