men,women,total,year,municipality,mun
23600,23000,23100,2010, Malå,SE2418
24000,23100,23300,2010, Storuman,SE2421
24500,23300,23600,2010, Sorsele,SE2422
23600,22700,22900,2010, Dorotea,SE2425
25200,23600,24000,2010, Vännäs,SE2460
23800,23500,23600,2010, Vilhelmina,SE2462
24800,23400,23700,2010, Åsele,SE2463
24800,24200,24300,2010, Umeå,SE2480
24000,22900,23200,2010, Lycksele,SE2481
24800,23700,23900,2010, Skellefteå,SE2482
25400,24400,24600,2010, Arvidsjaur,SE2505
24700,24300,24400,2010, Arjeplog,SE2506
25100,23700,23900,2010, Jokkmokk,SE2510
25200,24300,24500,2010, Överkalix,SE2513
25600,23900,24300,2010, Kalix,SE2514
23800,22700,23000,2010, Övertorneå,SE2518
24100,24400,24400,2010, Pajala,SE2521
25300,24000,24300,2010, Gällivare,SE2523
24900,23500,23700,2010, Älvsbyn,SE2560
25000,24200,24400,2010, Luleå,SE2580
26400,24400,24800,2010, Piteå,SE2581
24800,24000,24200,2010, Boden,SE2582
25400,24100,24300,2010, Haparanda,SE2583
25900,24600,24800,2010, Kiruna,SE2584
28300,26400,27600,2010, Local federation,SE3000
26300,24700,25000,2011, Sweden,SE00
28400,26800,27200,2011, Upplands Väsby,SE0114
25800,25400,25500,2011, Vallentuna,SE0115
25500,25600,25500,2011, Österåker,SE0117
27100,25900,26200,2011, Värmdö,SE0120
26900,25600,25900,2011, Järfälla,SE0123
26400,25900,26000,2011, Ekerö,SE0125
26700,25500,25800,2011, Huddinge,SE0126
26700,25100,25500,2011, Botkyrka,SE0127
27200,25800,26100,2011, Salem,SE0128
27400,25600,26000,2011, Haninge,SE0136
27000,25700,26000,2011, Tyresö,SE0138
26800,25500,25700,2011, Upplands-Bro,SE0139
27000,24900,25300,2011, Nykvarn,SE0140
27900,27600,27700,2011, Täby,SE0160
26600,26200,26300,2011, Danderyd,SE0162
27400,26600,26800,2011, Sollentuna,SE0163
26800,26300,26400,2011, Stockholm,SE0180
26200,24600,24900,2011, Södertälje,SE0181
28100,27200,27400,2011, Nacka,SE0182
27000,26000,26200,2011, Sundbyberg,SE0183
26800,26600,26700,2011, Solna,SE0184
26800,26200,26400,2011, Lidingö,SE0186
25200,25100,25100,2011, Vaxholm,SE0187
28000,24800,25500,2011, Norrtälje,SE0188
27800,26000,26400,2011, Sigtuna,SE0191
27300,25200,25600,2011, Nynäshamn,SE0192
26800,24500,25000,2011, Håbo,SE0305
25600,24300,24500,2011, Älvkarleby,SE0319
25900,24500,24800,2011, Knivsta,SE0330
25500,24100,24300,2011, Heby,SE0331
25200,24000,24200,2011, Tierp,SE0360
25600,24600,24900,2011, Uppsala,SE0380
26200,24000,24400,2011, Enköping,SE0381
26300,23400,23800,2011, Östhammar,SE0382
25500,24000,24200,2011, Vingåker,SE0428
25900,24800,25000,2011, Gnesta,SE0461
26300,24300,24700,2011, Nyköping,SE0480
26000,24200,24500,2011, Oxelösund,SE0481
26200,24600,24900,2011, Flen,SE0482
25900,24700,24900,2011, Katrineholm,SE0483
26200,25000,25200,2011, Eskilstuna,SE0484
26100,24900,25100,2011, Strängnäs,SE0486
28400,24900,25400,2011, Trosa,SE0488
26500,23600,24000,2011, Ödeshög,SE0509
26100,24000,24300,2011, Ydre,SE0512
25800,23800,24100,2011, Kinda,SE0513
28600,24900,25500,2011, Boxholm,SE0560
26300,24500,24900,2011, Åtvidaberg,SE0561
25300,23300,23500,2011, Finspång,SE0562
28100,24300,25100,2011, Valdemarsvik,SE0563
26400,25000,25300,2011, Linköping,SE0580
25200,23800,24000,2011, Norrköping,SE0581
28000,24700,25300,2011, Söderköping,SE0582
26300,24800,25100,2011, Motala,SE0583
28000,25300,25700,2011, Vadstena,SE0584
26300,24500,24900,2011, Mjölby,SE0586
27200,24400,24800,2011, Aneby,SE0604
27400,24600,25100,2011, Gnosjö,SE0617
25500,24300,24600,2011, Mullsjö,SE0642
26900,24200,24700,2011, Habo,SE0643
26300,24300,24600,2011, Gislaved,SE0662
27200,24700,25100,2011, Vaggeryd,SE0665
25800,24100,24500,2011, Jönköping,SE0680
26500,24500,24900,2011, Nässjö,SE0682
27300,25300,25700,2011, Värnamo,SE0683
27200,24400,24900,2011, Sävsjö,SE0684
26300,24000,24400,2011, Vetlanda,SE0685
25500,24200,24500,2011, Eksjö,SE0686
26100,23900,24300,2011, Tranås,SE0687
27300,25000,25300,2011, Uppvidinge,SE0760
26100,24600,24900,2011, Lessebo,SE0761
26100,24200,24500,2011, Tingsryd,SE0763
26400,24200,24500,2011, Alvesta,SE0764
27200,24600,25000,2011, Älmhult,SE0765
27400,24600,25100,2011, Markaryd,SE0767
26300,24500,24900,2011, Växjö,SE0780
26500,24400,24700,2011, Ljungby,SE0781
25700,23700,24000,2011, Högsby,SE0821
28200,24700,25300,2011, Torsås,SE0834
25500,23800,24100,2011, Mörbylånga,SE0840
26400,24400,24700,2011, Hultsfred,SE0860
26500,24500,24800,2011, Mönsterås,SE0861
27000,24600,25000,2011, Emmaboda,SE0862
25000,24400,24600,2011, Kalmar,SE0880
25900,24300,24600,2011, Nybro,SE0881
26500,24400,24800,2011, Oskarshamn,SE0882
25700,23400,23800,2011, Västervik,SE0883
26600,24100,24500,2011, Vimmerby,SE0884
26500,24700,24900,2011, Borgholm,SE0885
28000,25600,26100,2011, Gotland,SE0980
27300,23900,24300,2011, Olofström,SE1060
25600,24100,24400,2011, Karlskrona,SE1080
24900,23900,24100,2011, Ronneby,SE1081
26300,24400,24800,2011, Karlshamn,SE1082
26300,24100,24400,2011, Sölvesborg,SE1083
25600,23800,24100,2011, Svalöv,SE1214
27400,25700,26100,2011, Staffanstorp,SE1230
25400,24300,24500,2011, Burlöv,SE1231
27600,26800,27000,2011, Vellinge,SE1233
27400,24700,25200,2011, Östra Göinge,SE1256
26600,24000,24400,2011, Örkelljunga,SE1257
26500,24600,24900,2011, Bjuv,SE1260
25700,24200,24400,2011, Kävlinge,SE1261
27600,25700,26100,2011, Lomma,SE1262
27300,25300,25600,2011, Svedala,SE1263
26500,24500,24900,2011, Skurup,SE1264
25600,25100,25200,2011, Sjöbo,SE1265
26000,24900,25100,2011, Hörby,SE1266
26000,24600,24900,2011, Höör,SE1267
26500,25000,25200,2011, Tomelilla,SE1270
27200,24600,24900,2011, Bromölla,SE1272
26000,24000,24400,2011, Osby,SE1273
26800,23900,24400,2011, Perstorp,SE1275
26700,24100,24600,2011, Klippan,SE1276
26200,24000,24300,2011, Åstorp,SE1277
26100,24800,25100,2011, Båstad,SE1278
25600,24500,24700,2011, Malmö,SE1280
25400,24600,24800,2011, Lund,SE1281
25700,24200,24500,2011, Landskrona,SE1282
27200,25100,25600,2011, Helsingborg,SE1283
26500,24700,25100,2011, Höganäs,SE1284
25700,24200,24500,2011, Eslöv,SE1285
25700,24900,25100,2011, Ystad,SE1286
26900,24500,25000,2011, Trelleborg,SE1287
26400,24700,25100,2011, Kristianstad,SE1290
26600,24800,25100,2011, Simrishamn,SE1291
26400,24400,24800,2011, Ängelholm,SE1292
27000,24400,24800,2011, Hässleholm,SE1293
26900,24700,25000,2011, Hylte,SE1315
27000,24900,25300,2011, Halmstad,SE1380
26500,24500,24900,2011, Laholm,SE1381
26300,24400,24800,2011, Falkenberg,SE1382
26600,24500,24900,2011, Varberg,SE1383
26800,24900,25300,2011, Kungsbacka,SE1384
26500,25100,25300,2011, Härryda,SE1401
26100,25000,25300,2011, Partille,SE1402
27600,25300,25700,2011, Öckerö,SE1407
26600,24900,25200,2011, Stenungsund,SE1415
28200,25000,25400,2011, Tjörn,SE1419
26500,24400,24700,2011, Orust,SE1421
27000,25100,25400,2011, Sotenäs,SE1427
26900,24400,24700,2011, Munkedal,SE1430
26600,24500,24800,2011, Tanum,SE1435
26300,24300,24700,2011, Dals-Ed,SE1438
26800,24400,24800,2011, Färgelanda,SE1439
27100,25100,25500,2011, Ale,SE1440
26400,24600,24900,2011, Lerum,SE1441
25600,23900,24200,2011, Vårgårda,SE1442
26900,24100,24500,2011, Bollebygd,SE1443
25800,24500,24700,2011, Grästorp,SE1444
25400,24100,24300,2011, Essunga,SE1445
25900,24200,24500,2011, Karlsborg,SE1446
26400,23900,24300,2011, Gullspång,SE1447
27700,24500,25000,2011, Tranemo,SE1452
24900,24100,24300,2011, Bengtsfors,SE1460
26500,24300,24600,2011, Mellerud,SE1461
26800,23800,24200,2011, Lilla Edet,SE1462
26100,24400,24700,2011, Mark,SE1463
26200,24300,24600,2011, Svenljunga,SE1465
25500,23800,24100,2011, Herrljunga,SE1466
26400,24300,24700,2011, Vara,SE1470
26200,24300,24600,2011, Götene,SE1471
27100,24400,25000,2011, Tibro,SE1472
25800,24400,24600,2011, Töreboda,SE1473
26500,24900,25200,2011, Göteborg,SE1480
26000,25000,25200,2011, Mölndal,SE1481
26800,24900,25300,2011, Kungälv,SE1482
26400,24000,24400,2011, Lysekil,SE1484
26600,24900,25300,2011, Uddevalla,SE1485
27600,25100,25600,2011, Strömstad,SE1486
25100,24400,24600,2011, Vänersborg,SE1487
26200,25300,25500,2011, Trollhättan,SE1488
26000,24900,25100,2011, Alingsås,SE1489
25100,24200,24400,2011, Borås,SE1490
25700,24100,24400,2011, Ulricehamn,SE1491
26000,24300,24600,2011, Åmål,SE1492
26700,24300,24800,2011, Mariestad,SE1493
26100,24700,25000,2011, Lidköping,SE1494
26400,24200,24600,2011, Skara,SE1495
26500,24400,24900,2011, Skövde,SE1496
26000,24000,24300,2011, Hjo,SE1497
24800,23700,23900,2011, Tidaholm,SE1498
26200,24100,24500,2011, Falköping,SE1499
26000,23900,24200,2011, Kil,SE1715
26000,24000,24200,2011, Eda,SE1730
26700,24700,25100,2011, Torsby,SE1737
27600,24700,25100,2011, Storfors,SE1760
24800,24300,24400,2011, Hammarö,SE1761
26600,25000,25300,2011, Munkfors,SE1762
25300,24300,24400,2011, Forshaga,SE1763
25900,24200,24400,2011, Grums,SE1764
25700,24500,24700,2011, Årjäng,SE1765
25200,23700,24000,2011, Sunne,SE1766
26100,24600,25000,2011, Karlstad,SE1780
26200,24700,25100,2011, Kristinehamn,SE1781
25300,23800,24100,2011, Filipstad,SE1782
25900,24600,24800,2011, Hagfors,SE1783
25700,24000,24300,2011, Arvika,SE1784
25400,23800,24100,2011, Säffle,SE1785
26700,23900,24300,2011, Lekeberg,SE1814
26600,24600,24800,2011, Laxå,SE1860
25600,23400,23700,2011, Hallsberg,SE1861
25900,25300,25400,2011, Degerfors,SE1862
25100,24600,24600,2011, Hällefors,SE1863
25400,24900,25000,2011, Ljusnarsberg,SE1864
24700,24100,24200,2011, Örebro,SE1880
24800,23600,23800,2011, Kumla,SE1881
25200,24100,24300,2011, Askersund,SE1882
25900,24300,24600,2011, Karlskoga,SE1883
27700,25200,25500,2011, Nora,SE1884
26200,24300,24600,2011, Lindesberg,SE1885
27400,24300,24800,2011, Skinnskatteberg,SE1904
25300,24000,24200,2011, Surahammar,SE1907
26700,24200,24600,2011, Kungsör,SE1960
25700,24300,24500,2011, Hallstahammar,SE1961
25000,24400,24500,2011, Norberg,SE1962
26500,24600,25000,2011, Västerås,SE1980
26200,24600,25000,2011, Sala,SE1981
22900,24400,24200,2011, Fagersta,SE1982
26500,24200,24600,2011, Köping,SE1983
25400,23900,24200,2011, Arboga,SE1984
25100,23800,23900,2011, Vansbro,SE2021
24800,23400,23700,2011, Malung-Sälen,SE2023
24600,24200,24200,2011, Gagnef,SE2026
25700,24600,24800,2011, Leksand,SE2029
25800,23700,24100,2011, Rättvik,SE2031
25300,24600,24700,2011, Orsa,SE2034
26200,23900,24200,2011, Älvdalen,SE2039
24800,23600,23800,2011, Smedjebacken,SE2061
25700,24300,24600,2011, Mora,SE2062
25300,24000,24300,2011, Falun,SE2080
25500,24000,24300,2011, Borlänge,SE2081
24700,23800,23900,2011, Säter,SE2082
25000,24200,24400,2011, Hedemora,SE2083
27300,24800,25200,2011, Avesta,SE2084
24700,23800,24000,2011, Ludvika,SE2085
25100,22400,22700,2011, Ockelbo,SE2101
24900,22900,23200,2011, Hofors,SE2104
26700,24700,25000,2011, Ovanåker,SE2121
24000,24000,24000,2011, Nordanstig,SE2132
25300,24200,24400,2011, Ljusdal,SE2161
26600,25300,25500,2011, Gävle,SE2180
27200,24900,25300,2011, Sandviken,SE2181
24500,22700,23000,2011, Söderhamn,SE2182
26100,24100,24500,2011, Bollnäs,SE2183
24900,23700,23900,2011, Hudiksvall,SE2184
26000,24500,24800,2011, Ånge,SE2260
25000,23900,24100,2011, Timrå,SE2262
25600,24500,24700,2011, Härnösand,SE2280
25600,24400,24600,2011, Sundsvall,SE2281
25800,24400,24700,2011, Kramfors,SE2282
25300,23700,24100,2011, Sollefteå,SE2283
25200,24200,24400,2011, Örnsköldsvik,SE2284
25300,24000,24200,2011, Ragunda,SE2303
25600,24500,24700,2011, Bräcke,SE2305
24800,24000,24100,2011, Krokom,SE2309
25400,24300,24600,2011, Strömsund,SE2313
26600,25000,25400,2011, Åre,SE2321
25600,24700,24900,2011, Berg,SE2326
25700,24300,24600,2011, Härjedalen,SE2361
24300,24000,24100,2011, Östersund,SE2380
25100,23600,23900,2011, Nordmaling,SE2401
24600,23700,23900,2011, Bjurholm,SE2403
25900,24100,24400,2011, Vindeln,SE2404
25300,23800,24100,2011, Robertsfors,SE2409
25900,23600,24000,2011, Norsjö,SE2417
23900,23300,23400,2011, Malå,SE2418
25200,23700,24100,2011, Storuman,SE2421
25600,23400,23900,2011, Sorsele,SE2422
23900,23600,23700,2011, Dorotea,SE2425
26000,24200,24600,2011, Vännäs,SE2460
24200,23800,23900,2011, Vilhelmina,SE2462
25300,24000,24300,2011, Åsele,SE2463
25300,24600,24800,2011, Umeå,SE2480
24200,23400,23700,2011, Lycksele,SE2481
25100,24100,24300,2011, Skellefteå,SE2482
25500,24600,24800,2011, Arvidsjaur,SE2505
24600,24800,24800,2011, Arjeplog,SE2506
25400,24000,24200,2011, Jokkmokk,SE2510
25400,24800,24900,2011, Överkalix,SE2513
25900,24200,24600,2011, Kalix,SE2514
25900,24900,25100,2011, Övertorneå,SE2518
24900,24700,24800,2011, Pajala,SE2521
25500,24500,24700,2011, Gällivare,SE2523
25500,24000,24200,2011, Älvsbyn,SE2560
25600,24600,24800,2011, Luleå,SE2580
27000,24900,25300,2011, Piteå,SE2581
25400,24400,24700,2011, Boden,SE2582
25500,24700,24900,2011, Haparanda,SE2583
27300,25300,25500,2011, Kiruna,SE2584
29000,27200,28400,2011, Local federation,SE3000
26900,25200,25500,2012, Sweden,SE00
29200,27700,28100,2012, Upplands Väsby,SE0114
26600,26000,26200,2012, Vallentuna,SE0115
25800,25900,25900,2012, Österåker,SE0117
27800,26500,26800,2012, Värmdö,SE0120
27900,26100,26500,2012, Järfälla,SE0123
27100,26500,26600,2012, Ekerö,SE0125
27300,26100,26300,2012, Huddinge,SE0126
27200,25700,26000,2012, Botkyrka,SE0127
27800,26100,26500,2012, Salem,SE0128
28000,26100,26500,2012, Haninge,SE0136
27900,26300,26700,2012, Tyresö,SE0138
27300,25800,26100,2012, Upplands-Bro,SE0139
27100,25500,25800,2012, Nykvarn,SE0140
28400,28200,28300,2012, Täby,SE0160
27900,27100,27200,2012, Danderyd,SE0162
27700,27200,27300,2012, Sollentuna,SE0163
27400,27000,27100,2012, Stockholm,SE0180
27000,25400,25700,2012, Södertälje,SE0181
28700,27700,27900,2012, Nacka,SE0182
27500,26200,26500,2012, Sundbyberg,SE0183
28000,27600,27700,2012, Solna,SE0184
27200,27000,27000,2012, Lidingö,SE0186
25500,26000,25900,2012, Vaxholm,SE0187
28700,25300,26100,2012, Norrtälje,SE0188
28500,26500,26900,2012, Sigtuna,SE0191
28400,25700,26200,2012, Nynäshamn,SE0192
26600,24900,25200,2012, Håbo,SE0305
25800,24800,24900,2012, Älvkarleby,SE0319
25900,25400,25500,2012, Knivsta,SE0330
26000,24500,24700,2012, Heby,SE0331
25900,24100,24400,2012, Tierp,SE0360
26200,25100,25400,2012, Uppsala,SE0380
26900,24700,25100,2012, Enköping,SE0381
26300,23800,24200,2012, Östhammar,SE0382
25500,24500,24700,2012, Vingåker,SE0428
25800,25000,25200,2012, Gnesta,SE0461
26300,24600,25000,2012, Nyköping,SE0480
26500,24900,25200,2012, Oxelösund,SE0481
26300,25100,25300,2012, Flen,SE0482
26200,25100,25300,2012, Katrineholm,SE0483
26500,25300,25600,2012, Eskilstuna,SE0484
25400,25300,25300,2012, Strängnäs,SE0486
28900,25100,25700,2012, Trosa,SE0488
27500,24200,24600,2012, Ödeshög,SE0509
26300,24400,24700,2012, Ydre,SE0512
26600,24200,24600,2012, Kinda,SE0513
28000,25100,25400,2012, Boxholm,SE0560
27200,24900,25300,2012, Åtvidaberg,SE0561
26400,23900,24200,2012, Finspång,SE0562
28800,25300,26000,2012, Valdemarsvik,SE0563
26800,25400,25700,2012, Linköping,SE0580
25900,24200,24500,2012, Norrköping,SE0581
28200,25500,26000,2012, Söderköping,SE0582
27400,25500,25900,2012, Motala,SE0583
28100,25600,26000,2012, Vadstena,SE0584
26700,24900,25300,2012, Mjölby,SE0586
28000,25100,25500,2012, Aneby,SE0604
28100,25300,25800,2012, Gnosjö,SE0617
25600,24600,24800,2012, Mullsjö,SE0642
27200,25000,25500,2012, Habo,SE0643
27100,24800,25200,2012, Gislaved,SE0662
27200,24800,25200,2012, Vaggeryd,SE0665
26400,24600,24900,2012, Jönköping,SE0680
26800,25000,25300,2012, Nässjö,SE0682
27900,25600,26100,2012, Värnamo,SE0683
28100,24800,25400,2012, Sävsjö,SE0684
27000,24800,25100,2012, Vetlanda,SE0685
26300,24500,24800,2012, Eksjö,SE0686
27200,24600,25100,2012, Tranås,SE0687
27300,25400,25600,2012, Uppvidinge,SE0760
27000,25200,25500,2012, Lessebo,SE0761
26400,24500,24800,2012, Tingsryd,SE0763
27200,24400,24800,2012, Alvesta,SE0764
28100,25100,25600,2012, Älmhult,SE0765
28700,25000,25600,2012, Markaryd,SE0767
26700,24900,25300,2012, Växjö,SE0780
27200,24900,25300,2012, Ljungby,SE0781
24300,24100,24200,2012, Högsby,SE0821
28600,25100,25700,2012, Torsås,SE0834
26100,24400,24700,2012, Mörbylånga,SE0840
27200,24800,25200,2012, Hultsfred,SE0860
26600,25000,25200,2012, Mönsterås,SE0861
27800,25400,25800,2012, Emmaboda,SE0862
26700,25100,25500,2012, Kalmar,SE0880
26400,24800,25200,2012, Nybro,SE0881
27800,25100,25600,2012, Oskarshamn,SE0882
26200,24000,24400,2012, Västervik,SE0883
26600,24500,24800,2012, Vimmerby,SE0884
26400,25100,25300,2012, Borgholm,SE0885
28900,25800,26500,2012, Gotland,SE0980
27000,24300,24700,2012, Olofström,SE1060
26200,24600,24900,2012, Karlskrona,SE1080
26300,24500,24800,2012, Ronneby,SE1081
27000,24800,25200,2012, Karlshamn,SE1082
26100,24400,24600,2012, Sölvesborg,SE1083
26100,24300,24600,2012, Svalöv,SE1214
27300,26200,26400,2012, Staffanstorp,SE1230
25900,24600,24900,2012, Burlöv,SE1231
28400,27300,27500,2012, Vellinge,SE1233
28500,25400,26000,2012, Östra Göinge,SE1256
27300,24400,24900,2012, Örkelljunga,SE1257
27500,25100,25500,2012, Bjuv,SE1260
25600,24700,24900,2012, Kävlinge,SE1261
28100,26000,26400,2012, Lomma,SE1262
28000,25700,26100,2012, Svedala,SE1263
27400,25300,25700,2012, Skurup,SE1264
26500,25600,25700,2012, Sjöbo,SE1265
26900,25300,25600,2012, Hörby,SE1266
26600,25100,25400,2012, Höör,SE1267
28100,25700,26100,2012, Tomelilla,SE1270
28000,25300,25700,2012, Bromölla,SE1272
27100,24500,25000,2012, Osby,SE1273
26900,24600,25100,2012, Perstorp,SE1275
27400,24600,25200,2012, Klippan,SE1276
26000,24500,24700,2012, Åstorp,SE1277
27100,25400,25700,2012, Båstad,SE1278
26100,24900,25100,2012, Malmö,SE1280
25600,24800,25000,2012, Lund,SE1281
26300,24700,25000,2012, Landskrona,SE1282
27700,25500,26000,2012, Helsingborg,SE1283
27300,25500,25900,2012, Höganäs,SE1284
25800,24700,24900,2012, Eslöv,SE1285
26800,25700,25900,2012, Ystad,SE1286
27500,25000,25500,2012, Trelleborg,SE1287
27000,25100,25500,2012, Kristianstad,SE1290
27000,24900,25300,2012, Simrishamn,SE1291
27300,25400,25800,2012, Ängelholm,SE1292
27300,24800,25200,2012, Hässleholm,SE1293
27600,25100,25500,2012, Hylte,SE1315
27900,25500,26000,2012, Halmstad,SE1380
27000,24900,25300,2012, Laholm,SE1381
27500,25200,25600,2012, Falkenberg,SE1382
27100,25000,25400,2012, Varberg,SE1383
27400,25700,26000,2012, Kungsbacka,SE1384
27200,25600,25900,2012, Härryda,SE1401
26400,25400,25600,2012, Partille,SE1402
29000,25800,26400,2012, Öckerö,SE1407
26400,25300,25500,2012, Stenungsund,SE1415
28100,25500,25800,2012, Tjörn,SE1419
28000,24900,25300,2012, Orust,SE1421
27500,25400,25800,2012, Sotenäs,SE1427
27600,24900,25300,2012, Munkedal,SE1430
27500,25100,25500,2012, Tanum,SE1435
26300,25200,25400,2012, Dals-Ed,SE1438
27300,24500,24900,2012, Färgelanda,SE1439
26800,25500,25700,2012, Ale,SE1440
27000,25400,25700,2012, Lerum,SE1441
26500,24500,24900,2012, Vårgårda,SE1442
27200,25000,25300,2012, Bollebygd,SE1443
26300,24900,25100,2012, Grästorp,SE1444
27500,24900,25200,2012, Essunga,SE1445
27200,24600,25000,2012, Karlsborg,SE1446
26700,24600,24900,2012, Gullspång,SE1447
28200,25100,25600,2012, Tranemo,SE1452
27600,25200,25600,2012, Bengtsfors,SE1460
27300,25100,25400,2012, Mellerud,SE1461
27800,24300,24800,2012, Lilla Edet,SE1462
26400,24600,24900,2012, Mark,SE1463
27400,24300,24700,2012, Svenljunga,SE1465
26400,24200,24500,2012, Herrljunga,SE1466
27200,25600,25900,2012, Vara,SE1470
25700,24600,24700,2012, Götene,SE1471
28000,24700,25400,2012, Tibro,SE1472
27400,25000,25300,2012, Töreboda,SE1473
27000,25400,25700,2012, Göteborg,SE1480
27000,25700,26000,2012, Mölndal,SE1481
27500,25300,25700,2012, Kungälv,SE1482
26900,24700,25100,2012, Lysekil,SE1484
27200,25400,25800,2012, Uddevalla,SE1485
28000,25700,26100,2012, Strömstad,SE1486
26100,25200,25400,2012, Vänersborg,SE1487
26200,24600,24900,2012, Trollhättan,SE1488
25900,25200,25400,2012, Alingsås,SE1489
26000,24500,24900,2012, Borås,SE1490
26200,24700,24900,2012, Ulricehamn,SE1491
26200,24800,25000,2012, Åmål,SE1492
27000,24700,25200,2012, Mariestad,SE1493
27000,25400,25800,2012, Lidköping,SE1494
27100,25100,25400,2012, Skara,SE1495
27200,25200,25600,2012, Skövde,SE1496
26500,24500,24800,2012, Hjo,SE1497
25700,24200,24500,2012, Tidaholm,SE1498
26800,24500,24900,2012, Falköping,SE1499
26600,24200,24600,2012, Kil,SE1715
26700,24300,24700,2012, Eda,SE1730
27100,25200,25600,2012, Torsby,SE1737
28400,25400,25900,2012, Storfors,SE1760
25500,24500,24700,2012, Hammarö,SE1761
26700,25600,25800,2012, Munkfors,SE1762
25100,24600,24700,2012, Forshaga,SE1763
26200,24600,24800,2012, Grums,SE1764
26600,24800,25100,2012, Årjäng,SE1765
25000,24200,24400,2012, Sunne,SE1766
27300,25100,25600,2012, Karlstad,SE1780
27000,25400,25700,2012, Kristinehamn,SE1781
25700,24200,24500,2012, Filipstad,SE1782
26800,25000,25300,2012, Hagfors,SE1783
26600,24900,25200,2012, Arvika,SE1784
26500,24200,24600,2012, Säffle,SE1785
26500,24600,24900,2012, Lekeberg,SE1814
27600,24800,25200,2012, Laxå,SE1860
26000,23800,24100,2012, Hallsberg,SE1861
26500,25600,25800,2012, Degerfors,SE1862
25200,25100,25100,2012, Hällefors,SE1863
24500,25000,24900,2012, Ljusnarsberg,SE1864
25400,24400,24600,2012, Örebro,SE1880
25800,24100,24400,2012, Kumla,SE1881
26300,24700,24900,2012, Askersund,SE1882
26500,25000,25300,2012, Karlskoga,SE1883
28500,25500,25900,2012, Nora,SE1884
26600,24600,25000,2012, Lindesberg,SE1885
27600,24500,25100,2012, Skinnskatteberg,SE1904
25800,24800,24900,2012, Surahammar,SE1907
27000,24600,24900,2012, Kungsör,SE1960
27300,24900,25300,2012, Hallstahammar,SE1961
26200,24800,24900,2012, Norberg,SE1962
27500,25300,25700,2012, Västerås,SE1980
26600,24800,25200,2012, Sala,SE1981
24500,25000,24900,2012, Fagersta,SE1982
27100,24700,25200,2012, Köping,SE1983
26800,24700,25000,2012, Arboga,SE1984
25700,24200,24400,2012, Vansbro,SE2021
25600,24000,24300,2012, Malung-Sälen,SE2023
25700,24500,24700,2012, Gagnef,SE2026
26200,24800,25000,2012, Leksand,SE2029
26000,24100,24500,2012, Rättvik,SE2031
25700,24900,25000,2012, Orsa,SE2034
27700,24400,24800,2012, Älvdalen,SE2039
24900,24000,24200,2012, Smedjebacken,SE2061
26200,24700,25000,2012, Mora,SE2062
25600,24700,24900,2012, Falun,SE2080
25900,24600,24900,2012, Borlänge,SE2081
25400,24300,24500,2012, Säter,SE2082
25800,24700,24900,2012, Hedemora,SE2083
26700,24900,25200,2012, Avesta,SE2084
25300,24200,24400,2012, Ludvika,SE2085
26000,23000,23300,2012, Ockelbo,SE2101
24600,23700,23800,2012, Hofors,SE2104
27200,25200,25500,2012, Ovanåker,SE2121
25600,24100,24300,2012, Nordanstig,SE2132
25300,24200,24400,2012, Ljusdal,SE2161
27200,26100,26300,2012, Gävle,SE2180
27500,25000,25400,2012, Sandviken,SE2181
25900,23300,23800,2012, Söderhamn,SE2182
26700,24600,25000,2012, Bollnäs,SE2183
25400,24100,24400,2012, Hudiksvall,SE2184
26400,25000,25200,2012, Ånge,SE2260
25700,24400,24600,2012, Timrå,SE2262
25600,24800,25000,2012, Härnösand,SE2280
26600,24800,25100,2012, Sundsvall,SE2281
26100,24900,25100,2012, Kramfors,SE2282
26200,24200,24700,2012, Sollefteå,SE2283
26200,24600,24900,2012, Örnsköldsvik,SE2284
25700,24600,24800,2012, Ragunda,SE2303
25600,25200,25200,2012, Bräcke,SE2305
24700,24300,24400,2012, Krokom,SE2309
25300,24700,24800,2012, Strömsund,SE2313
27000,25400,25800,2012, Åre,SE2321
26300,25100,25400,2012, Berg,SE2326
26700,25000,25300,2012, Härjedalen,SE2361
24700,24400,24500,2012, Östersund,SE2380
25400,24400,24500,2012, Nordmaling,SE2401
24800,23800,24000,2012, Bjurholm,SE2403
26900,24500,24900,2012, Vindeln,SE2404
25600,24200,24500,2012, Robertsfors,SE2409
25300,24200,24400,2012, Norsjö,SE2417
25000,23800,24000,2012, Malå,SE2418
25600,24200,24500,2012, Storuman,SE2421
26400,24100,24700,2012, Sorsele,SE2422
23900,24100,24000,2012, Dorotea,SE2425
26500,24700,25200,2012, Vännäs,SE2460
25200,24300,24500,2012, Vilhelmina,SE2462
25200,24400,24600,2012, Åsele,SE2463
25700,24900,25100,2012, Umeå,SE2480
24900,24200,24400,2012, Lycksele,SE2481
25800,24500,24800,2012, Skellefteå,SE2482
26100,25300,25500,2012, Arvidsjaur,SE2505
25800,25100,25300,2012, Arjeplog,SE2506
26000,24800,25100,2012, Jokkmokk,SE2510
25600,25100,25200,2012, Överkalix,SE2513
26000,24700,24900,2012, Kalix,SE2514
26200,25300,25500,2012, Övertorneå,SE2518
25300,25300,25300,2012, Pajala,SE2521
26700,25200,25500,2012, Gällivare,SE2523
26100,23900,24200,2012, Älvsbyn,SE2560
26000,25300,25500,2012, Luleå,SE2580
27400,25200,25600,2012, Piteå,SE2581
25700,24800,25000,2012, Boden,SE2582
26600,24900,25200,2012, Haparanda,SE2583
